35479,1731.00,2018-11-08_10:07:55.322000
35499,1239.00,2018-11-08_10:07:55.463000
35519,1045.00,2018-11-08_10:07:55.587000
35539,1034.00,2018-11-08_10:07:55.700000
35559,1088.00,2018-11-08_10:07:55.835000
35579,1128.00,2018-11-08_10:07:55.974000
35599,1108.00,2018-11-08_10:07:56.114000
35619,1021.00,2018-11-08_10:07:56.246000
35639,890.00,2018-11-08_10:07:56.360000
35659,758.00,2018-11-08_10:07:56.453000
35679,656.00,2018-11-08_10:07:56.537000
35699,592.00,2018-11-08_10:07:56.651000
35719,576.00,2018-11-08_10:07:56.795000
35739,604.00,2018-11-08_10:07:56.889000
35759,665.00,2018-11-08_10:07:56.988000
35779,752.00,2018-11-08_10:07:57.081000
35799,842.00,2018-11-08_10:07:57.194000
35819,919.00,2018-11-08_10:07:57.320000
35839,976.00,2018-11-08_10:07:57.419000
35859,997.00,2018-11-08_10:07:57.561000
35879,993.00,2018-11-08_10:07:57.650000
35899,1008.00,2018-11-08_10:07:57.744000
35919,1225.00,2018-11-08_10:07:57.878000
35939,1883.00,2018-11-08_10:07:58.006000
35959,3059.00,2018-11-08_10:07:58.131000
35979,3883.00,2018-11-08_10:07:58.227000
35999,3883.00,2018-11-08_10:07:58.321000
36019,3886.00,2018-11-08_10:07:58.450000
36039,3887.00,2018-11-08_10:07:58.551000
36059,3879.00,2018-11-08_10:07:58.649000
36079,3885.00,2018-11-08_10:07:58.761000
36099,3888.00,2018-11-08_10:07:58.890000
36119,3883.00,2018-11-08_10:07:59.019000
36139,3887.00,2018-11-08_10:07:59.155000
36159,3879.00,2018-11-08_10:07:59.269000
36179,3883.00,2018-11-08_10:07:59.391000
36199,3879.00,2018-11-08_10:07:59.520000
36219,2511.00,2018-11-08_10:07:59.642000
36239,1616.00,2018-11-08_10:07:59.719000
36259,1053.00,2018-11-08_10:07:59.776000
36279,814.00,2018-11-08_10:07:59.875000
36299,809.00,2018-11-08_10:08:00.005000
36319,915.00,2018-11-08_10:08:00.134000
36339,1034.00,2018-11-08_10:08:00.248000
36359,1101.00,2018-11-08_10:08:00.344000
36379,1080.00,2018-11-08_10:08:00.459000
36399,979.00,2018-11-08_10:08:00.546000
36419,850.00,2018-11-08_10:08:00.671000
36439,727.00,2018-11-08_10:08:00.807000
36459,624.00,2018-11-08_10:08:00.951000
36479,562.00,2018-11-08_10:08:01.078000
36499,545.00,2018-11-08_10:08:01.195000
36519,576.00,2018-11-08_10:08:01.246000
36539,644.00,2018-11-08_10:08:01.304000
36559,724.00,2018-11-08_10:08:01.393000
36579,813.00,2018-11-08_10:08:01.490000
36599,889.00,2018-11-08_10:08:01.567000
36619,953.00,2018-11-08_10:08:01.651000
36639,990.00,2018-11-08_10:08:01.737000
36659,1007.00,2018-11-08_10:08:01.834000
36679,974.00,2018-11-08_10:08:01.924000
36699,912.00,2018-11-08_10:08:01.985000
36719,848.00,2018-11-08_10:08:02.062000
36739,828.00,2018-11-08_10:08:02.161000
36759,1058.00,2018-11-08_10:08:02.267000
36779,1753.00,2018-11-08_10:08:02.359000
36799,2943.00,2018-11-08_10:08:02.469000
36819,3879.00,2018-11-08_10:08:02.554000
36839,3883.00,2018-11-08_10:08:02.656000
36859,3885.00,2018-11-08_10:08:02.787000
36879,3883.00,2018-11-08_10:08:02.911000
36899,3879.00,2018-11-08_10:08:03.004000
36919,3885.00,2018-11-08_10:08:03.102000
36939,3887.00,2018-11-08_10:08:03.228000
36959,3885.00,2018-11-08_10:08:03.329000
36979,3883.00,2018-11-08_10:08:03.456000
36999,3883.00,2018-11-08_10:08:03.542000
37019,3879.00,2018-11-08_10:08:03.628000
37039,2644.00,2018-11-08_10:08:03.738000
37059,1698.00,2018-11-08_10:08:03.845000
37079,1072.00,2018-11-08_10:08:03.954000
37099,784.00,2018-11-08_10:08:04.119000
37119,784.00,2018-11-08_10:08:04.288000
37139,928.00,2018-11-08_10:08:04.407000
37159,1109.00,2018-11-08_10:08:04.554000
37179,1232.00,2018-11-08_10:08:04.728000
37199,1259.00,2018-11-08_10:08:04.902000
37219,1194.00,2018-11-08_10:08:05.028000
37239,1059.00,2018-11-08_10:08:05.156000
37259,892.00,2018-11-08_10:08:05.251000
37279,742.00,2018-11-08_10:08:05.340000
37299,623.00,2018-11-08_10:08:05.474000
37319,556.00,2018-11-08_10:08:05.595000
37339,536.00,2018-11-08_10:08:05.679000
37359,568.00,2018-11-08_10:08:05.774000
37379,636.00,2018-11-08_10:08:05.886000
37399,722.00,2018-11-08_10:08:06.019000
37419,816.00,2018-11-08_10:08:06.147000
37439,885.00,2018-11-08_10:08:06.237000
37459,943.00,2018-11-08_10:08:06.326000
37479,977.00,2018-11-08_10:08:06.413000
37499,980.00,2018-11-08_10:08:06.502000
37519,950.00,2018-11-08_10:08:06.583000
37539,897.00,2018-11-08_10:08:06.666000
37559,854.00,2018-11-08_10:08:06.752000
37579,924.00,2018-11-08_10:08:06.872000
37599,1334.00,2018-11-08_10:08:06.964000
37619,2178.00,2018-11-08_10:08:07.095000
37639,3455.00,2018-11-08_10:08:07.208000
37659,3878.00,2018-11-08_10:08:07.314000
37679,3879.00,2018-11-08_10:08:07.412000
37699,3883.00,2018-11-08_10:08:07.507000
37719,3879.00,2018-11-08_10:08:07.630000
37739,3879.00,2018-11-08_10:08:07.723000
37759,3879.00,2018-11-08_10:08:07.842000
37779,3875.00,2018-11-08_10:08:07.978000
37799,3879.00,2018-11-08_10:08:08.072000
37819,3883.00,2018-11-08_10:08:08.211000
37839,2611.00,2018-11-08_10:08:08.343000
37859,1717.00,2018-11-08_10:08:08.473000
37879,1072.00,2018-11-08_10:08:08.607000
37899,724.00,2018-11-08_10:08:08.721000
37919,665.00,2018-11-08_10:08:08.808000
37939,811.00,2018-11-08_10:08:08.895000
37959,1056.00,2018-11-08_10:08:09.002000
37979,1285.00,2018-11-08_10:08:09.092000
37999,1442.00,2018-11-08_10:08:09.208000
38019,1462.00,2018-11-08_10:08:09.326000
38039,1373.00,2018-11-08_10:08:09.449000
38059,1209.00,2018-11-08_10:08:09.504000
38079,1018.00,2018-11-08_10:08:09.565000
38099,853.00,2018-11-08_10:08:09.664000
38119,724.00,2018-11-08_10:08:09.762000
38139,644.00,2018-11-08_10:08:09.855000
38159,620.00,2018-11-08_10:08:09.950000
38179,640.00,2018-11-08_10:08:10.028000
38199,695.00,2018-11-08_10:08:10.103000
38219,769.00,2018-11-08_10:08:10.175000
38239,858.00,2018-11-08_10:08:10.306000
38259,938.00,2018-11-08_10:08:10.433000
38279,1004.00,2018-11-08_10:08:10.571000
38299,1050.00,2018-11-08_10:08:10.666000
38319,1063.00,2018-11-08_10:08:10.798000
38339,1049.00,2018-11-08_10:08:10.912000
38359,1006.00,2018-11-08_10:08:11.001000
38379,954.00,2018-11-08_10:08:11.093000
38399,955.00,2018-11-08_10:08:11.173000
38419,1174.00,2018-11-08_10:08:11.312000
38439,1791.00,2018-11-08_10:08:11.449000
38459,2768.00,2018-11-08_10:08:11.552000
38479,3879.00,2018-11-08_10:08:11.641000
38499,3878.00,2018-11-08_10:08:11.729000
38519,3871.00,2018-11-08_10:08:11.821000
38539,3883.00,2018-11-08_10:08:11.906000
38559,3883.00,2018-11-08_10:08:11.979000
38579,3879.00,2018-11-08_10:08:12.115000
38599,3883.00,2018-11-08_10:08:12.212000
38619,3883.00,2018-11-08_10:08:12.421000
38639,3871.00,2018-11-08_10:08:12.548000
38659,3775.00,2018-11-08_10:08:12.635000
38679,2515.00,2018-11-08_10:08:12.694000
38699,1695.00,2018-11-08_10:08:12.755000
38719,1132.00,2018-11-08_10:08:12.818000
38739,865.00,2018-11-08_10:08:12.883000
38759,868.00,2018-11-08_10:08:12.940000
38779,1034.00,2018-11-08_10:08:13.004000
38799,1243.00,2018-11-08_10:08:13.145000
38819,1424.00,2018-11-08_10:08:13.254000
38839,1506.00,2018-11-08_10:08:13.371000
38859,1481.00,2018-11-08_10:08:13.462000
38879,1371.00,2018-11-08_10:08:13.557000
38899,1226.00,2018-11-08_10:08:13.647000
38919,1044.00,2018-11-08_10:08:13.735000
38939,889.00,2018-11-08_10:08:13.869000
38959,776.00,2018-11-08_10:08:13.990000
38979,710.00,2018-11-08_10:08:14.106000
38999,708.00,2018-11-08_10:08:14.203000
39019,741.00,2018-11-08_10:08:14.344000
39039,812.00,2018-11-08_10:08:14.472000
39059,896.00,2018-11-08_10:08:14.591000
39079,981.00,2018-11-08_10:08:14.695000
39099,1062.00,2018-11-08_10:08:14.835000
39119,1104.00,2018-11-08_10:08:14.944000
39139,1114.00,2018-11-08_10:08:15.041000
39159,1094.00,2018-11-08_10:08:15.160000
39179,1053.00,2018-11-08_10:08:15.244000
39199,1012.00,2018-11-08_10:08:15.331000
39219,1052.00,2018-11-08_10:08:15.427000
39239,1347.00,2018-11-08_10:08:15.477000
39259,2047.00,2018-11-08_10:08:15.529000
39279,3120.00,2018-11-08_10:08:15.615000
39299,3879.00,2018-11-08_10:08:15.696000
39319,3879.00,2018-11-08_10:08:15.762000
39339,3879.00,2018-11-08_10:08:15.825000
39359,3879.00,2018-11-08_10:08:15.915000
39379,3879.00,2018-11-08_10:08:15.996000
39399,3883.00,2018-11-08_10:08:16.058000
39419,3883.00,2018-11-08_10:08:16.146000
39439,3879.00,2018-11-08_10:08:16.237000
39459,3879.00,2018-11-08_10:08:16.382000
39479,3879.00,2018-11-08_10:08:16.522000
39499,2602.00,2018-11-08_10:08:16.618000
39519,1755.00,2018-11-08_10:08:16.706000
39539,1184.00,2018-11-08_10:08:16.787000
39559,928.00,2018-11-08_10:08:16.871000
39579,952.00,2018-11-08_10:08:16.955000
39599,1144.00,2018-11-08_10:08:17.034000
39619,1366.00,2018-11-08_10:08:17.124000
39639,1533.00,2018-11-08_10:08:17.225000
39659,1601.00,2018-11-08_10:08:17.363000
39679,1555.00,2018-11-08_10:08:17.501000
39699,1422.00,2018-11-08_10:08:17.624000
39719,1238.00,2018-11-08_10:08:17.711000
39739,1072.00,2018-11-08_10:08:17.821000
39759,918.00,2018-11-08_10:08:17.935000
39779,808.00,2018-11-08_10:08:18.073000
39799,745.00,2018-11-08_10:08:18.179000
39819,720.00,2018-11-08_10:08:18.265000
39839,744.00,2018-11-08_10:08:18.349000
39859,786.00,2018-11-08_10:08:18.463000
39879,858.00,2018-11-08_10:08:18.582000
39899,938.00,2018-11-08_10:08:18.698000
39919,1016.00,2018-11-08_10:08:18.795000
39939,1077.00,2018-11-08_10:08:18.914000
39959,1104.00,2018-11-08_10:08:19.013000
39979,1115.00,2018-11-08_10:08:19.150000
39999,1178.00,2018-11-08_10:08:19.229000
40019,1491.00,2018-11-08_10:08:19.301000
40039,2221.00,2018-11-08_10:08:19.371000
40059,3423.00,2018-11-08_10:08:19.526000
40079,3879.00,2018-11-08_10:08:19.616000
40099,3879.00,2018-11-08_10:08:19.702000
40119,3882.00,2018-11-08_10:08:19.769000
40139,3883.00,2018-11-08_10:08:19.824000
40159,3883.00,2018-11-08_10:08:19.895000
40179,3883.00,2018-11-08_10:08:19.967000
40199,3875.00,2018-11-08_10:08:20.105000
40219,3879.00,2018-11-08_10:08:20.238000
40239,3879.00,2018-11-08_10:08:20.395000
40259,3879.00,2018-11-08_10:08:20.534000
40279,2667.00,2018-11-08_10:08:20.672000
40299,1771.00,2018-11-08_10:08:20.807000
40319,1183.00,2018-11-08_10:08:20.928000
40339,931.00,2018-11-08_10:08:21.025000
40359,960.00,2018-11-08_10:08:21.159000
40379,1152.00,2018-11-08_10:08:21.298000
40399,1371.00,2018-11-08_10:08:21.407000
40419,1532.00,2018-11-08_10:08:21.519000
40439,1586.00,2018-11-08_10:08:21.636000
40459,1510.00,2018-11-08_10:08:21.761000
40479,1379.00,2018-11-08_10:08:21.894000
40499,1202.00,2018-11-08_10:08:22.005000
40519,1034.00,2018-11-08_10:08:22.125000
40539,886.00,2018-11-08_10:08:22.257000
40559,780.00,2018-11-08_10:08:22.395000
40579,716.00,2018-11-08_10:08:22.516000
40599,704.00,2018-11-08_10:08:22.626000
40619,733.00,2018-11-08_10:08:22.759000
40639,807.00,2018-11-08_10:08:22.890000
40659,901.00,2018-11-08_10:08:23.004000
40679,989.00,2018-11-08_10:08:23.137000
40699,1056.00,2018-11-08_10:08:23.238000
40719,1092.00,2018-11-08_10:08:23.356000
40739,1106.00,2018-11-08_10:08:23.502000
40759,1168.00,2018-11-08_10:08:23.629000
40779,1446.00,2018-11-08_10:08:23.719000
40799,2143.00,2018-11-08_10:08:23.787000
40819,3319.00,2018-11-08_10:08:23.865000
40839,3875.00,2018-11-08_10:08:23.974000
40859,3883.00,2018-11-08_10:08:24.102000
40879,3878.00,2018-11-08_10:08:24.205000
40899,3883.00,2018-11-08_10:08:24.304000
40919,3879.00,2018-11-08_10:08:24.399000
40939,3883.00,2018-11-08_10:08:24.491000
40959,3883.00,2018-11-08_10:08:24.623000
40979,3879.00,2018-11-08_10:08:24.745000
40999,3879.00,2018-11-08_10:08:24.866000
41019,3883.00,2018-11-08_10:08:25.021000
41039,2865.00,2018-11-08_10:08:25.114000
41059,1875.00,2018-11-08_10:08:25.206000
41079,1207.00,2018-11-08_10:08:25.294000
41099,912.00,2018-11-08_10:08:25.407000
41119,922.00,2018-11-08_10:08:25.500000
41139,1124.00,2018-11-08_10:08:25.588000
41159,1377.00,2018-11-08_10:08:25.671000
41179,1567.00,2018-11-08_10:08:25.788000
41199,1632.00,2018-11-08_10:08:25.910000
41219,1578.00,2018-11-08_10:08:26.017000
41239,1420.00,2018-11-08_10:08:26.107000
41259,1215.00,2018-11-08_10:08:26.195000
41279,1009.00,2018-11-08_10:08:26.285000
41299,842.00,2018-11-08_10:08:26.391000
41319,733.00,2018-11-08_10:08:26.618000
41339,686.00,2018-11-08_10:08:26.793000
41359,688.00,2018-11-08_10:08:26.906000
41379,726.00,2018-11-08_10:08:26.993000
41399,800.00,2018-11-08_10:08:27.048000
41419,891.00,2018-11-08_10:08:27.137000
41439,977.00,2018-11-08_10:08:27.242000
41459,1041.00,2018-11-08_10:08:27.343000
41479,1077.00,2018-11-08_10:08:27.430000
41499,1094.00,2018-11-08_10:08:27.494000
41519,1184.00,2018-11-08_10:08:27.566000
41539,1574.00,2018-11-08_10:08:27.642000
41559,2385.00,2018-11-08_10:08:27.710000
41579,3839.00,2018-11-08_10:08:27.785000
41599,3871.00,2018-11-08_10:08:27.861000
41619,3879.00,2018-11-08_10:08:27.971000
41639,3883.00,2018-11-08_10:08:28.076000
41659,3877.00,2018-11-08_10:08:28.177000
41679,3875.00,2018-11-08_10:08:28.308000
41699,3884.00,2018-11-08_10:08:28.430000
41719,3879.00,2018-11-08_10:08:28.556000
41739,3883.00,2018-11-08_10:08:28.681000
41759,3879.00,2018-11-08_10:08:28.760000
41779,3377.00,2018-11-08_10:08:28.863000
41799,2222.00,2018-11-08_10:08:28.962000
41819,1423.00,2018-11-08_10:08:29.045000
41839,960.00,2018-11-08_10:08:29.103000
41859,832.00,2018-11-08_10:08:29.173000
41879,948.00,2018-11-08_10:08:29.244000
41899,1198.00,2018-11-08_10:08:29.380000
41919,1423.00,2018-11-08_10:08:29.519000
41939,1569.00,2018-11-08_10:08:29.662000
41959,1589.00,2018-11-08_10:08:29.797000
41979,1488.00,2018-11-08_10:08:29.924000
41999,1315.00,2018-11-08_10:08:30.062000
42019,1110.00,2018-11-08_10:08:30.171000
42039,915.00,2018-11-08_10:08:30.251000
42059,768.00,2018-11-08_10:08:30.356000
42079,672.00,2018-11-08_10:08:30.491000
42099,640.00,2018-11-08_10:08:30.606000
42119,653.00,2018-11-08_10:08:30.705000
42139,710.00,2018-11-08_10:08:30.816000
42159,782.00,2018-11-08_10:08:30.942000
42179,864.00,2018-11-08_10:08:31.023000
42199,930.00,2018-11-08_10:08:31.095000
42219,976.00,2018-11-08_10:08:31.170000
42239,1036.00,2018-11-08_10:08:31.276000
42259,1220.00,2018-11-08_10:08:31.400000
42279,1745.00,2018-11-08_10:08:31.506000
42299,2639.00,2018-11-08_10:08:31.601000
42319,3879.00,2018-11-08_10:08:31.708000
42339,3885.00,2018-11-08_10:08:31.826000
42359,3885.00,2018-11-08_10:08:31.923000
42379,3879.00,2018-11-08_10:08:32.001000
42399,3887.00,2018-11-08_10:08:32.090000
42419,3886.00,2018-11-08_10:08:32.232000
42439,3879.00,2018-11-08_10:08:32.372000
42459,3875.00,2018-11-08_10:08:32.488000
42479,3725.00,2018-11-08_10:08:32.625000
42499,2495.00,2018-11-08_10:08:32.762000
42519,1633.00,2018-11-08_10:08:32.863000
42539,976.00,2018-11-08_10:08:32.994000
42559,626.00,2018-11-08_10:08:33.110000
42579,571.00,2018-11-08_10:08:33.217000
42599,722.00,2018-11-08_10:08:33.356000
42619,998.00,2018-11-08_10:08:33.481000
42639,1280.00,2018-11-08_10:08:33.581000
42659,1467.00,2018-11-08_10:08:33.647000
42679,1534.00,2018-11-08_10:08:33.772000
42699,1474.00,2018-11-08_10:08:33.874000
42719,1322.00,2018-11-08_10:08:34.035000
42739,1120.00,2018-11-08_10:08:34.124000
42759,912.00,2018-11-08_10:08:34.237000
42779,740.00,2018-11-08_10:08:34.341000
42799,628.00,2018-11-08_10:08:34.439000
42819,580.00,2018-11-08_10:08:34.524000
42839,595.00,2018-11-08_10:08:34.640000
42859,650.00,2018-11-08_10:08:34.734000
42879,731.00,2018-11-08_10:08:34.921000
42899,827.00,2018-11-08_10:08:35.107000
42919,910.00,2018-11-08_10:08:35.202000
42939,958.00,2018-11-08_10:08:35.338000
42959,978.00,2018-11-08_10:08:35.420000
42979,986.00,2018-11-08_10:08:35.504000
42999,1029.00,2018-11-08_10:08:35.589000
43019,1265.00,2018-11-08_10:08:35.671000
43039,1856.00,2018-11-08_10:08:35.805000
43059,2727.00,2018-11-08_10:08:35.919000
43079,3883.00,2018-11-08_10:08:36.048000
43099,3882.00,2018-11-08_10:08:36.185000
43119,3887.00,2018-11-08_10:08:36.313000
43139,3883.00,2018-11-08_10:08:36.439000
43159,3887.00,2018-11-08_10:08:36.543000
43179,3883.00,2018-11-08_10:08:36.670000
43199,3871.00,2018-11-08_10:08:36.737000
43219,3159.00,2018-11-08_10:08:36.800000
43239,2357.00,2018-11-08_10:08:36.911000
43259,1719.00,2018-11-08_10:08:37.050000
43279,1232.00,2018-11-08_10:08:37.181000
43299,916.00,2018-11-08_10:08:37.311000
43319,816.00,2018-11-08_10:08:37.438000
43339,896.00,2018-11-08_10:08:37.564000
43359,1094.00,2018-11-08_10:08:37.650000
43379,1328.00,2018-11-08_10:08:37.748000
43399,1521.00,2018-11-08_10:08:37.815000
43419,1631.00,2018-11-08_10:08:37.866000
43439,1631.00,2018-11-08_10:08:37.928000
43459,1529.00,2018-11-08_10:08:37.994000
43479,1373.00,2018-11-08_10:08:38.066000
43499,1200.00,2018-11-08_10:08:38.141000
43519,1030.00,2018-11-08_10:08:38.209000
43539,896.00,2018-11-08_10:08:38.315000
43559,814.00,2018-11-08_10:08:38.424000
43579,784.00,2018-11-08_10:08:38.555000
43599,778.00,2018-11-08_10:08:38.683000
43619,816.00,2018-11-08_10:08:38.797000
43639,880.00,2018-11-08_10:08:38.909000
43659,954.00,2018-11-08_10:08:39.029000
43679,1034.00,2018-11-08_10:08:39.164000
43699,1088.00,2018-11-08_10:08:39.281000
43719,1111.00,2018-11-08_10:08:39.382000
43739,1107.00,2018-11-08_10:08:39.501000
43759,1088.00,2018-11-08_10:08:39.595000
43779,1099.00,2018-11-08_10:08:39.730000
43799,1274.00,2018-11-08_10:08:39.859000
43819,1776.00,2018-11-08_10:08:39.960000
43839,2559.00,2018-11-08_10:08:40.025000
43859,3695.00,2018-11-08_10:08:40.106000
43879,3883.00,2018-11-08_10:08:40.179000
43899,3879.00,2018-11-08_10:08:40.248000
43919,3883.00,2018-11-08_10:08:40.322000
43939,3879.00,2018-11-08_10:08:40.495000
43959,3877.00,2018-11-08_10:08:40.589000
43979,3878.00,2018-11-08_10:08:40.693000
43999,3389.00,2018-11-08_10:08:40.829000
44019,2559.00,2018-11-08_10:08:40.964000
44039,1946.00,2018-11-08_10:08:41.094000
44059,1449.00,2018-11-08_10:08:41.167000
44079,1116.00,2018-11-08_10:08:41.215000
44099,986.00,2018-11-08_10:08:41.285000
44119,1038.00,2018-11-08_10:08:41.377000
44139,1212.00,2018-11-08_10:08:41.478000
44159,1440.00,2018-11-08_10:08:41.537000
44179,1645.00,2018-11-08_10:08:41.644000
44199,1746.00,2018-11-08_10:08:41.769000
44219,1752.00,2018-11-08_10:08:41.850000
44239,1666.00,2018-11-08_10:08:41.933000
44259,1509.00,2018-11-08_10:08:42.004000
44279,1333.00,2018-11-08_10:08:42.096000
44299,1177.00,2018-11-08_10:08:42.220000
44319,1061.00,2018-11-08_10:08:42.317000
44339,982.00,2018-11-08_10:08:42.425000
44359,951.00,2018-11-08_10:08:42.507000
44379,949.00,2018-11-08_10:08:42.642000
44399,988.00,2018-11-08_10:08:42.760000
44419,1054.00,2018-11-08_10:08:42.841000
44439,1108.00,2018-11-08_10:08:42.911000
44459,1152.00,2018-11-08_10:08:42.987000
44479,1168.00,2018-11-08_10:08:43.120000
44499,1161.00,2018-11-08_10:08:43.263000
44519,1136.00,2018-11-08_10:08:43.368000
44539,1116.00,2018-11-08_10:08:43.483000
44559,1155.00,2018-11-08_10:08:43.580000
44579,1413.00,2018-11-08_10:08:43.720000
44599,1989.00,2018-11-08_10:08:43.862000
44619,2806.00,2018-11-08_10:08:43.935000
44639,3875.00,2018-11-08_10:08:44.084000
44659,3879.00,2018-11-08_10:08:44.218000
44679,3879.00,2018-11-08_10:08:44.350000
44699,3871.00,2018-11-08_10:08:44.440000
44719,3875.00,2018-11-08_10:08:44.585000
44739,3877.00,2018-11-08_10:08:44.716000
44759,3879.00,2018-11-08_10:08:44.834000
44779,3015.00,2018-11-08_10:08:44.938000
44799,2274.00,2018-11-08_10:08:45.038000
44819,1664.00,2018-11-08_10:08:45.186000
44839,1202.00,2018-11-08_10:08:45.301000
44859,960.00,2018-11-08_10:08:45.409000
44879,944.00,2018-11-08_10:08:45.521000
44899,1100.00,2018-11-08_10:08:45.637000
44919,1328.00,2018-11-08_10:08:45.713000
44939,1535.00,2018-11-08_10:08:45.793000
44959,1710.00,2018-11-08_10:08:45.918000
44979,1757.00,2018-11-08_10:08:46.025000
44999,1693.00,2018-11-08_10:08:46.127000
45019,1566.00,2018-11-08_10:08:46.218000
45039,1377.00,2018-11-08_10:08:46.315000
45059,1208.00,2018-11-08_10:08:46.408000
45079,1064.00,2018-11-08_10:08:46.530000
45099,952.00,2018-11-08_10:08:46.623000
45119,884.00,2018-11-08_10:08:46.730000
45139,868.00,2018-11-08_10:08:46.838000
45159,876.00,2018-11-08_10:08:46.959000
45179,912.00,2018-11-08_10:08:47.073000
45199,987.00,2018-11-08_10:08:47.165000
45219,1073.00,2018-11-08_10:08:47.276000
45239,1152.00,2018-11-08_10:08:47.415000
45259,1199.00,2018-11-08_10:08:47.524000
45279,1219.00,2018-11-08_10:08:47.619000
45299,1238.00,2018-11-08_10:08:47.723000
45319,1392.00,2018-11-08_10:08:47.808000
45339,1841.00,2018-11-08_10:08:47.893000
45359,2615.00,2018-11-08_10:08:48.014000
45379,3871.00,2018-11-08_10:08:48.150000
45399,3879.00,2018-11-08_10:08:48.238000
45419,3879.00,2018-11-08_10:08:48.333000
45439,3879.00,2018-11-08_10:08:48.383000
45459,3877.00,2018-11-08_10:08:48.435000
45479,3879.00,2018-11-08_10:08:48.487000
45499,3883.00,2018-11-08_10:08:48.551000
45519,3875.00,2018-11-08_10:08:48.617000
45539,3879.00,2018-11-08_10:08:48.734000
45559,3122.00,2018-11-08_10:08:48.844000
45579,2234.00,2018-11-08_10:08:48.991000
45599,1584.00,2018-11-08_10:08:49.130000
45619,1200.00,2018-11-08_10:08:49.267000
45639,1094.00,2018-11-08_10:08:49.407000
45659,1201.00,2018-11-08_10:08:49.529000
45679,1409.00,2018-11-08_10:08:49.649000
45699,1622.00,2018-11-08_10:08:49.771000
45719,1750.00,2018-11-08_10:08:49.868000
45739,1775.00,2018-11-08_10:08:50.001000
45759,1678.00,2018-11-08_10:08:50.117000
45779,1504.00,2018-11-08_10:08:50.220000
45799,1296.00,2018-11-08_10:08:50.327000
45819,1109.00,2018-11-08_10:08:50.437000
45839,960.00,2018-11-08_10:08:50.554000
45859,864.00,2018-11-08_10:08:50.676000
45879,838.00,2018-11-08_10:08:50.798000
45899,865.00,2018-11-08_10:08:50.871000
45919,918.00,2018-11-08_10:08:50.918000
45939,992.00,2018-11-08_10:08:50.992000
45959,1069.00,2018-11-08_10:08:51.057000
45979,1110.00,2018-11-08_10:08:51.110000
45999,1136.00,2018-11-08_10:08:51.227000
46019,1155.00,2018-11-08_10:08:51.356000
46039,1181.00,2018-11-08_10:08:51.454000
46059,1312.00,2018-11-08_10:08:51.549000
46079,1723.00,2018-11-08_10:08:51.650000
46099,2479.00,2018-11-08_10:08:51.758000
46119,3759.00,2018-11-08_10:08:51.881000
46139,3878.00,2018-11-08_10:08:52.007000
46159,3879.00,2018-11-08_10:08:52.146000
46179,3879.00,2018-11-08_10:08:52.282000
46199,3879.00,2018-11-08_10:08:52.422000
46219,3887.00,2018-11-08_10:08:52.535000
46239,3883.00,2018-11-08_10:08:52.627000
46259,3879.00,2018-11-08_10:08:52.703000
46279,3879.00,2018-11-08_10:08:52.821000
46299,3583.00,2018-11-08_10:08:52.910000
46319,2511.00,2018-11-08_10:08:53.040000
46339,1756.00,2018-11-08_10:08:53.184000
46359,1234.00,2018-11-08_10:08:53.297000
46379,998.00,2018-11-08_10:08:53.402000
46399,989.00,2018-11-08_10:08:53.525000
46419,1120.00,2018-11-08_10:08:53.621000
46439,1296.00,2018-11-08_10:08:53.707000
46459,1440.00,2018-11-08_10:08:53.820000
46479,1501.00,2018-11-08_10:08:53.948000
46499,1478.00,2018-11-08_10:08:54.040000
46519,1373.00,2018-11-08_10:08:54.177000
46539,1235.00,2018-11-08_10:08:54.279000
46559,1091.00,2018-11-08_10:08:54.375000
46579,960.00,2018-11-08_10:08:54.466000
46599,865.00,2018-11-08_10:08:54.559000
46619,806.00,2018-11-08_10:08:54.680000
46639,782.00,2018-11-08_10:08:54.796000
46659,791.00,2018-11-08_10:08:54.922000
46679,832.00,2018-11-08_10:08:55.075000
46699,883.00,2018-11-08_10:08:55.220000
46719,938.00,2018-11-08_10:08:55.347000
46739,981.00,2018-11-08_10:08:55.450000
46759,1022.00,2018-11-08_10:08:55.607000
46779,1104.00,2018-11-08_10:08:55.753000
46799,1354.00,2018-11-08_10:08:55.861000
46819,1911.00,2018-11-08_10:08:55.950000
46839,2747.00,2018-11-08_10:08:56.081000
46859,3883.00,2018-11-08_10:08:56.200000
46879,3879.00,2018-11-08_10:08:56.286000
46899,3883.00,2018-11-08_10:08:56.359000
46919,3883.00,2018-11-08_10:08:56.448000
46939,3879.00,2018-11-08_10:08:56.536000
46959,3875.00,2018-11-08_10:08:56.679000
46979,3879.00,2018-11-08_10:08:56.827000
46999,2895.00,2018-11-08_10:08:56.948000
47019,2147.00,2018-11-08_10:08:57.082000
47039,1535.00,2018-11-08_10:08:57.191000
47059,1114.00,2018-11-08_10:08:57.301000
47079,876.00,2018-11-08_10:08:57.431000
47099,846.00,2018-11-08_10:08:57.550000
47119,966.00,2018-11-08_10:08:57.640000
47139,1171.00,2018-11-08_10:08:57.749000
47159,1390.00,2018-11-08_10:08:57.887000
47179,1535.00,2018-11-08_10:08:58.026000
47199,1618.00,2018-11-08_10:08:58.164000
47219,1569.00,2018-11-08_10:08:58.287000
47239,1456.00,2018-11-08_10:08:58.383000
47259,1280.00,2018-11-08_10:08:58.455000
